id;name;geoid;geoname;value;datetime
600;Precio mercado SPOT Diario España;3;España;5.80875;2014-01-01T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;25.280833;2014-01-02T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;39.924167;2014-01-03T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;4.992083;2014-01-04T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;4.091667;2014-01-05T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;13.5875;2014-01-06T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;47.885417;2014-01-07T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;41.2075;2014-01-08T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;49.022083;2014-01-09T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;56.202917;2014-01-10T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;50.277083;2014-01-11T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;37.665417;2014-01-12T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;38.821667;2014-01-13T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;33.352083;2014-01-14T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;49.85625;2014-01-15T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;41.779583;2014-01-16T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;40.707083;2014-01-17T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;43.674167;2014-01-18T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;33.870833;2014-01-19T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;37.813333;2014-01-20T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;50.708333;2014-01-21T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;46.99875;2014-01-22T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;44.464583;2014-01-23T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;40.640833;2014-01-24T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;20.58375;2014-01-25T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;25.987083;2014-01-26T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;15.761667;2014-01-27T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;4.947083;2014-01-28T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;28.719167;2014-01-29T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;28.140833;2014-01-30T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;39.417083;2014-01-31T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;10.879583;2014-02-01T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;26.27;2014-02-02T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;26.309583;2014-02-03T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;24.634583;2014-02-04T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;12.039583;2014-02-05T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;5.024583;2014-02-06T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;3.195;2014-02-07T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;1.1;2014-02-08T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0.477917;2014-02-09T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;3.183333;2014-02-10T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;19.40875;2014-02-11T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;20.21875;2014-02-12T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;6.634583;2014-02-13T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;3.124583;2014-02-14T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;18.60875;2014-02-15T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;23.014167;2014-02-16T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;40.20125;2014-02-17T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;45.36875;2014-02-18T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;27.311667;2014-02-19T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;10.29125;2014-02-20T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;16.511667;2014-02-21T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;18.36625;2014-02-22T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;6.289583;2014-02-23T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;34.67625;2014-02-24T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;17.905417;2014-02-25T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;23.775833;2014-02-26T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;28.724167;2014-02-27T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;5.700417;2014-02-28T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;2.280417;2014-03-01T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;0.77875;2014-03-02T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;1.26875;2014-03-03T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;2.840833;2014-03-04T00:00:00+01:00
600;Precio mercado SPOT Diario España;3;España;16.762083;2014-03-05T00:00:00+01:00
